,Media Source,Compound,Positive,Negative,Neutral,Date,Tweets Ago,Tweet
258,CNN,0.0,0.0,1.0,0.0,Sun Apr 01 07:02:42 +0000 2018,59,A rare look inside North Korean leader Kim Jong Un's armored train https://t.co/dQQUkRRF4N https://t.co/ijlQ1oaHe9
259,CNN,0.2732,0.1,0.9,0.0,Sun Apr 01 06:30:00 +0000 2018,60,"Former President Barack Obama says he aspires to create ""a million young Barack Obamas or Michelle Obamas"" who will… https://t.co/cYYt0bF64H"
260,CNN,0.3818,0.217,0.669,0.114,Sun Apr 01 14:00:11 +0000 2018,61,"""We're just scared of the water..."" Welcome to Martin County, Kentucky, where the tap water smells like diesel fuel… https://t.co/Rk85an10QM"
261,CNN,-0.3612,0.0,0.884,0.116,Sun Apr 01 13:46:28 +0000 2018,62,"The way that some ""political employees have behaved"" has led to a ""difficult environment,"" at the VA, says former S… https://t.co/HMOt6vMyCH"
262,CNN,0.7964,0.336,0.664,0.0,Sun Apr 01 13:35:48 +0000 2018,63,"""The President is committed to improving the care for veterans,"" says former Secretary of Veteran Affairs, David Sh… https://t.co/S2OgBIhJQ2"
263,CNN,-0.1779,0.0,0.922,0.078,Sun Apr 01 13:30:10 +0000 2018,64,"It took Baton Rouge police Officer Salamoni Blane less than 90 seconds to shoot Alton Sterling, but police took nea… https://t.co/5ggcasemxU"
264,CNN,0.0,0.0,1.0,0.0,Sun Apr 01 13:16:29 +0000 2018,65,"""Right now in this country there are millions of people who are working 2 or 3 jobs because wages are much too low,… https://t.co/CkfNE6w5iT"
265,CNN,-0.8979,0.0,0.558,0.442,Sun Apr 01 13:09:17 +0000 2018,66,"""Israel overreacted ... Gaza is a disaster right now,"" says Sen. Bernie Sanders after violent clashes leave at leas… https://t.co/wN0qW5yOxl"
266,CNN,0.7717,0.295,0.705,0.0,Sun Apr 01 13:00:01 +0000 2018,67,"Here's how Michael Brown celebrated his acceptance to Stanford. The 17-year-old from Houston, Texas, applied to 20… https://t.co/Jrgj3NDOkx"
267,CNN,-0.4019,0.0,0.863,0.137,Sun Apr 01 12:30:14 +0000 2018,68,The Utah Jazz's home arena has a sensory-inclusive space for fans with autism spectrum disorder and other intellect… https://t.co/bcHNMnefJk
268,CNN,0.2023,0.096,0.904,0.0,Sun Apr 01 12:00:05 +0000 2018,69,Jim Carrey has been trolling Trump and the GOP with paintings. Here are the top 11 https://t.co/7xLNoIOiII https://t.co/UMKJ3muspz
269,CNN,-0.5859,0.0,0.787,0.213,Sun Apr 01 11:30:08 +0000 2018,70,President Donald Trump has issued a proclamation designating April as National Sexual Assault Awareness month… https://t.co/EeVc2fo5vE
270,CNN,-0.4019,0.0,0.886,0.114,Sun Apr 01 11:00:18 +0000 2018,71,"If you stand inside the world's quietest room for long enough, you start to hear your heartbeat. Then you lose your… https://t.co/kOnAF6dzMV"
271,CNN,0.6369,0.318,0.682,0.0,Sun Apr 01 10:30:12 +0000 2018,72,The best travel photos of 2018 (so far) https://t.co/kZ3Ir31tE3 https://t.co/jA2OFtfjGd
272,CNN,0.6808,0.219,0.781,0.0,Sun Apr 01 10:00:20 +0000 2018,73,This 17-year-old applied to 20 of the best universities in the US and was admitted to every single one with a full… https://t.co/GcYR1wmcd9
273,CNN,0.0,0.0,1.0,0.0,Sun Apr 01 09:30:00 +0000 2018,74,He’s an algebra teacher in Oklahoma. And a bus driver. And a Little League umpire. And he drives for Uber and Lyft.… https://t.co/qNMHqig7Cr
274,CNN,0.3818,0.217,0.669,0.114,Sun Apr 01 09:00:15 +0000 2018,75,"""We're just scared of the water..."" Welcome to Martin County, Kentucky, where the tap water smells like diesel fuel… https://t.co/vEdnJ6rhjK"
275,CNN,0.2263,0.087,0.913,0.0,Sun Apr 01 08:30:13 +0000 2018,76,"Is this one of JFK's most famous speeches? On June 11, 1963, President Kennedy surprised his staff by deciding the… https://t.co/Ral282RPPS"
276,CNN,-0.2023,0.0,0.913,0.087,Sun Apr 01 08:01:07 +0000 2018,77,"Here are some of iOS 11.3's features you should know about:
- You can turn off the controversial iPhone-slowing fea… https://t.co/ZbvCRnZyAf"
277,CNN,0.4404,0.153,0.847,0.0,Sun Apr 01 07:30:08 +0000 2018,78,Apple is proposing 13 new emojis in an effort to better represent people with disabilities https://t.co/QZmStkDBM8 https://t.co/mFjc5XqS3f
278,CNN,0.0,0.0,1.0,0.0,Sun Apr 01 07:02:42 +0000 2018,79,A rare look inside North Korean leader Kim Jong Un's armored train https://t.co/dQQUkRRF4N https://t.co/ijlQ1oaHe9
279,CNN,0.2732,0.1,0.9,0.0,Sun Apr 01 06:30:00 +0000 2018,80,"Former President Barack Obama says he aspires to create ""a million young Barack Obamas or Michelle Obamas"" who will… https://t.co/cYYt0bF64H"
280,CNN,0.3818,0.217,0.669,0.114,Sun Apr 01 14:00:11 +0000 2018,81,"""We're just scared of the water..."" Welcome to Martin County, Kentucky, where the tap water smells like diesel fuel… https://t.co/Rk85an10QM"
281,CNN,-0.3612,0.0,0.884,0.116,Sun Apr 01 13:46:28 +0000 2018,82,"The way that some ""political employees have behaved"" has led to a ""difficult environment,"" at the VA, says former S… https://t.co/HMOt6vMyCH"
282,CNN,0.7964,0.336,0.664,0.0,Sun Apr 01 13:35:48 +0000 2018,83,"""The President is committed to improving the care for veterans,"" says former Secretary of Veteran Affairs, David Sh… https://t.co/S2OgBIhJQ2"
283,CNN,-0.1779,0.0,0.922,0.078,Sun Apr 01 13:30:10 +0000 2018,84,"It took Baton Rouge police Officer Salamoni Blane less than 90 seconds to shoot Alton Sterling, but police took nea… https://t.co/5ggcasemxU"
284,CNN,0.0,0.0,1.0,0.0,Sun Apr 01 13:16:29 +0000 2018,85,"""Right now in this country there are millions of people who are working 2 or 3 jobs because wages are much too low,… https://t.co/CkfNE6w5iT"
285,CNN,-0.8979,0.0,0.558,0.442,Sun Apr 01 13:09:17 +0000 2018,86,"""Israel overreacted ... Gaza is a disaster right now,"" says Sen. Bernie Sanders after violent clashes leave at leas… https://t.co/wN0qW5yOxl"
286,CNN,0.7717,0.295,0.705,0.0,Sun Apr 01 13:00:01 +0000 2018,87,"Here's how Michael Brown celebrated his acceptance to Stanford. The 17-year-old from Houston, Texas, applied to 20… https://t.co/Jrgj3NDOkx"
287,CNN,-0.4019,0.0,0.863,0.137,Sun Apr 01 12:30:14 +0000 2018,88,The Utah Jazz's home arena has a sensory-inclusive space for fans with autism spectrum disorder and other intellect… https://t.co/bcHNMnefJk
288,CNN,0.2023,0.096,0.904,0.0,Sun Apr 01 12:00:05 +0000 2018,89,Jim Carrey has been trolling Trump and the GOP with paintings. Here are the top 11 https://t.co/7xLNoIOiII https://t.co/UMKJ3muspz
289,CNN,-0.5859,0.0,0.787,0.213,Sun Apr 01 11:30:08 +0000 2018,90,President Donald Trump has issued a proclamation designating April as National Sexual Assault Awareness month… https://t.co/EeVc2fo5vE
290,CNN,-0.4019,0.0,0.886,0.114,Sun Apr 01 11:00:18 +0000 2018,91,"If you stand inside the world's quietest room for long enough, you start to hear your heartbeat. Then you lose your… https://t.co/kOnAF6dzMV"
291,CNN,0.6369,0.318,0.682,0.0,Sun Apr 01 10:30:12 +0000 2018,92,The best travel photos of 2018 (so far) https://t.co/kZ3Ir31tE3 https://t.co/jA2OFtfjGd
292,CNN,0.6808,0.219,0.781,0.0,Sun Apr 01 10:00:20 +0000 2018,93,This 17-year-old applied to 20 of the best universities in the US and was admitted to every single one with a full… https://t.co/GcYR1wmcd9
293,CNN,0.0,0.0,1.0,0.0,Sun Apr 01 09:30:00 +0000 2018,94,He’s an algebra teacher in Oklahoma. And a bus driver. And a Little League umpire. And he drives for Uber and Lyft.… https://t.co/qNMHqig7Cr
294,CNN,0.3818,0.217,0.669,0.114,Sun Apr 01 09:00:15 +0000 2018,95,"""We're just scared of the water..."" Welcome to Martin County, Kentucky, where the tap water smells like diesel fuel… https://t.co/vEdnJ6rhjK"
295,CNN,0.2263,0.087,0.913,0.0,Sun Apr 01 08:30:13 +0000 2018,96,"Is this one of JFK's most famous speeches? On June 11, 1963, President Kennedy surprised his staff by deciding the… https://t.co/Ral282RPPS"
296,CNN,-0.2023,0.0,0.913,0.087,Sun Apr 01 08:01:07 +0000 2018,97,"Here are some of iOS 11.3's features you should know about:
- You can turn off the controversial iPhone-slowing fea… https://t.co/ZbvCRnZyAf"
297,CNN,0.4404,0.153,0.847,0.0,Sun Apr 01 07:30:08 +0000 2018,98,Apple is proposing 13 new emojis in an effort to better represent people with disabilities https://t.co/QZmStkDBM8 https://t.co/mFjc5XqS3f
298,CNN,0.0,0.0,1.0,0.0,Sun Apr 01 07:02:42 +0000 2018,99,A rare look inside North Korean leader Kim Jong Un's armored train https://t.co/dQQUkRRF4N https://t.co/ijlQ1oaHe9
299,CNN,0.2732,0.1,0.9,0.0,Sun Apr 01 06:30:00 +0000 2018,100,"Former President Barack Obama says he aspires to create ""a million young Barack Obamas or Michelle Obamas"" who will… https://t.co/cYYt0bF64H"
300,FoxNews,-0.3818,0.0,0.86,0.14,Sun Apr 01 14:19:49 +0000 2018,1,".@DarrellIssa: ""@EricHolder withheld documents, lied to Congress about what his involvement was, and was the first… https://t.co/tNs5pLpkJW"
301,FoxNews,0.0,0.0,1.0,0.0,Sun Apr 01 14:17:24 +0000 2018,2,".@DarrellIssa: ""Any time a company is essentially monetizing data, there has to be a lot more protection for the co… https://t.co/Y5nnB1lMzt"
302,FoxNews,-0.5719,0.0,0.773,0.227,Sun Apr 01 14:12:27 +0000 2018,3,".@DarrellIssa: ""I have no doubt that @vj44, @POTUS44 were aware of what @EricHolder and others were doing.""… https://t.co/ca02ZdYhND"
303,FoxNews,0.0,0.0,1.0,0.0,Sun Apr 01 14:08:36 +0000 2018,4,"Independence, MO, Police Officer Tom Wagstaff stands to throw out the ceremonial first pitch at a Kansas City… https://t.co/WceFmzoA0Z"
304,FoxNews,-0.3818,0.0,0.86,0.14,Sun Apr 01 14:05:47 +0000 2018,5,".@DarrellIssa: ""@EricHolder withheld documents, lied to Congress about what his involvement was, and was the first… https://t.co/2AstkLCgCs"
305,FoxNews,0.5719,0.316,0.684,0.0,Sun Apr 01 13:51:46 +0000 2018,6,"This morning, President @realDonaldTrump wished everyone a Happy #Easter. https://t.co/GAtScTGpFX"
306,FoxNews,0.0,0.0,1.0,0.0,Sun Apr 01 13:50:28 +0000 2018,7,RT @FoxNewsSunday: .@LindseyGrahamSC tells Chris the goal of negotiations with #NorthKorea should be denuclearization. Watch the full inter…
307,FoxNews,0.0,0.0,1.0,0.0,Sun Apr 01 13:41:27 +0000 2018,8,RT @FoxNewsSunday: Senator Lindsey Graham (R-SC) tells Chris the goal of negotiations with North Korea should be denuclearization. Watch th…
308,FoxNews,0.0,0.0,1.0,0.0,Sun Apr 01 13:41:24 +0000 2018,9,"RT @FoxNewsSunday: On Trump's pick for VA Sec Ronny Jackson, @LindseyGrahamSC tells Chris: I think he’ll get confirmed…He’s been on the bat…"
309,FoxNews,-0.34,0.0,0.789,0.211,Sun Apr 01 13:15:04 +0000 2018,10,Chinese space station Tiangong-1 hurtling toward Earth for reentry https://t.co/g3HSFCgPn8
310,FoxNews,0.0,0.0,1.0,0.0,Sun Apr 01 13:11:53 +0000 2018,11,"RT @FoxNewsSunday: On dealing with Syria, @LindseyGrahamSC has a message for President Trump: When it comes to Syria, do not read the Obama…"
311,FoxNews,0.3818,0.245,0.755,0.0,Sun Apr 01 13:10:51 +0000 2018,12,Zlatan Ibrahimovic scores stunning goal in MLS debut https://t.co/J669q4Wcj9
312,FoxNews,0.1531,0.118,0.882,0.0,Sun Apr 01 12:49:35 +0000 2018,13,Arizona trooper gives emotional radio call to mark end of 37-year career https://t.co/4NDaUY2veX
313,FoxNews,0.2732,0.174,0.826,0.0,Sun Apr 01 12:32:51 +0000 2018,14,OPINION: Why are teachers striking? The answer may surprise you https://t.co/L4OjHGNXJi
314,FoxNews,0.296,0.196,0.804,0.0,Sun Apr 01 12:22:33 +0000 2018,15,Cardinal Timothy Dolan shares his Easter message with @BillHemmer https://t.co/fVeyz9NMvb
315,FoxNews,0.0258,0.135,0.735,0.131,Sun Apr 01 12:19:58 +0000 2018,16,.@mschlapp: “This whole idea that President Trump is somehow chaotic and unique because he has his own strong point… https://t.co/z9aYO7DZqT
316,FoxNews,-0.25,0.0,0.857,0.143,Sun Apr 01 11:55:19 +0000 2018,17,Sheriff's vehicle appears to hit woman during Stephon Clark protest in Sacramento https://t.co/XfwmyoTNQm
317,FoxNews,0.0,0.0,1.0,0.0,Sun Apr 01 11:46:15 +0000 2018,18,An Arizona highway patrolman gave his colleagues a tearful goodbye on his last day on the job after serving for 37… https://t.co/GYgz6wq6e8
318,FoxNews,0.0,0.115,0.769,0.115,Sun Apr 01 11:36:02 +0000 2018,19,".@GovMikeHuckabee: “The problem with the special prosecutor is, as we are seeing with Bob Mueller, they tend to go… https://t.co/ttckOOFCcB"
319,FoxNews,0.1027,0.159,0.706,0.135,Sun Apr 01 11:33:29 +0000 2018,20,Students at Florida high school stage walkout in support of Second Amendment https://t.co/io7iqMzOIq https://t.co/hFVbUr9fgT
320,FoxNews,-0.3818,0.0,0.86,0.14,Sun Apr 01 14:19:49 +0000 2018,21,".@DarrellIssa: ""@EricHolder withheld documents, lied to Congress about what his involvement was, and was the first… https://t.co/tNs5pLpkJW"
321,FoxNews,0.0,0.0,1.0,0.0,Sun Apr 01 14:17:24 +0000 2018,22,".@DarrellIssa: ""Any time a company is essentially monetizing data, there has to be a lot more protection for the co… https://t.co/Y5nnB1lMzt"
322,FoxNews,-0.5719,0.0,0.773,0.227,Sun Apr 01 14:12:27 +0000 2018,23,".@DarrellIssa: ""I have no doubt that @vj44, @POTUS44 were aware of what @EricHolder and others were doing.""… https://t.co/ca02ZdYhND"
323,FoxNews,0.0,0.0,1.0,0.0,Sun Apr 01 14:08:36 +0000 2018,24,"Independence, MO, Police Officer Tom Wagstaff stands to throw out the ceremonial first pitch at a Kansas City… https://t.co/WceFmzoA0Z"
324,FoxNews,-0.3818,0.0,0.86,0.14,Sun Apr 01 14:05:47 +0000 2018,25,".@DarrellIssa: ""@EricHolder withheld documents, lied to Congress about what his involvement was, and was the first… https://t.co/2AstkLCgCs"
325,FoxNews,0.5719,0.316,0.684,0.0,Sun Apr 01 13:51:46 +0000 2018,26,"This morning, President @realDonaldTrump wished everyone a Happy #Easter. https://t.co/GAtScTGpFX"
326,FoxNews,0.0,0.0,1.0,0.0,Sun Apr 01 13:50:28 +0000 2018,27,RT @FoxNewsSunday: .@LindseyGrahamSC tells Chris the goal of negotiations with #NorthKorea should be denuclearization. Watch the full inter…
327,FoxNews,0.0,0.0,1.0,0.0,Sun Apr 01 13:41:27 +0000 2018,28,RT @FoxNewsSunday: Senator Lindsey Graham (R-SC) tells Chris the goal of negotiations with North Korea should be denuclearization. Watch th…
328,FoxNews,0.0,0.0,1.0,0.0,Sun Apr 01 13:41:24 +0000 2018,29,"RT @FoxNewsSunday: On Trump's pick for VA Sec Ronny Jackson, @LindseyGrahamSC tells Chris: I think he’ll get confirmed…He’s been on the bat…"
329,FoxNews,-0.34,0.0,0.789,0.211,Sun Apr 01 13:15:04 +0000 2018,30,Chinese space station Tiangong-1 hurtling toward Earth for reentry https://t.co/g3HSFCgPn8
330,FoxNews,0.0,0.0,1.0,0.0,Sun Apr 01 13:11:53 +0000 2018,31,"RT @FoxNewsSunday: On dealing with Syria, @LindseyGrahamSC has a message for President Trump: When it comes to Syria, do not read the Obama…"
331,FoxNews,0.3818,0.245,0.755,0.0,Sun Apr 01 13:10:51 +0000 2018,32,Zlatan Ibrahimovic scores stunning goal in MLS debut https://t.co/J669q4Wcj9
332,FoxNews,0.1531,0.118,0.882,0.0,Sun Apr 01 12:49:35 +0000 2018,33,Arizona trooper gives emotional radio call to mark end of 37-year career https://t.co/4NDaUY2veX
333,FoxNews,0.2732,0.174,0.826,0.0,Sun Apr 01 12:32:51 +0000 2018,34,OPINION: Why are teachers striking? The answer may surprise you https://t.co/L4OjHGNXJi
334,FoxNews,0.296,0.196,0.804,0.0,Sun Apr 01 12:22:33 +0000 2018,35,Cardinal Timothy Dolan shares his Easter message with @BillHemmer https://t.co/fVeyz9NMvb
335,FoxNews,0.0258,0.135,0.735,0.131,Sun Apr 01 12:19:58 +0000 2018,36,.@mschlapp: “This whole idea that President Trump is somehow chaotic and unique because he has his own strong point… https://t.co/z9aYO7DZqT
336,FoxNews,-0.25,0.0,0.857,0.143,Sun Apr 01 11:55:19 +0000 2018,37,Sheriff's vehicle appears to hit woman during Stephon Clark protest in Sacramento https://t.co/XfwmyoTNQm
337,FoxNews,0.0,0.0,1.0,0.0,Sun Apr 01 11:46:15 +0000 2018,38,An Arizona highway patrolman gave his colleagues a tearful goodbye on his last day on the job after serving for 37… https://t.co/GYgz6wq6e8
338,FoxNews,0.0,0.115,0.769,0.115,Sun Apr 01 11:36:02 +0000 2018,39,".@GovMikeHuckabee: “The problem with the special prosecutor is, as we are seeing with Bob Mueller, they tend to go… https://t.co/ttckOOFCcB"
339,FoxNews,0.1027,0.159,0.706,0.135,Sun Apr 01 11:33:29 +0000 2018,40,Students at Florida high school stage walkout in support of Second Amendment https://t.co/io7iqMzOIq https://t.co/hFVbUr9fgT
340,FoxNews,-0.3818,0.0,0.86,0.14,Sun Apr 01 14:19:49 +0000 2018,41,".@DarrellIssa: ""@EricHolder withheld documents, lied to Congress about what his involvement was, and was the first… https://t.co/tNs5pLpkJW"
341,FoxNews,0.0,0.0,1.0,0.0,Sun Apr 01 14:17:24 +0000 2018,42,".@DarrellIssa: ""Any time a company is essentially monetizing data, there has to be a lot more protection for the co… https://t.co/Y5nnB1lMzt"
342,FoxNews,-0.5719,0.0,0.773,0.227,Sun Apr 01 14:12:27 +0000 2018,43,".@DarrellIssa: ""I have no doubt that @vj44, @POTUS44 were aware of what @EricHolder and others were doing.""… https://t.co/ca02ZdYhND"
343,FoxNews,0.0,0.0,1.0,0.0,Sun Apr 01 14:08:36 +0000 2018,44,"Independence, MO, Police Officer Tom Wagstaff stands to throw out the ceremonial first pitch at a Kansas City… https://t.co/WceFmzoA0Z"
344,FoxNews,-0.3818,0.0,0.86,0.14,Sun Apr 01 14:05:47 +0000 2018,45,".@DarrellIssa: ""@EricHolder withheld documents, lied to Congress about what his involvement was, and was the first… https://t.co/2AstkLCgCs"
345,FoxNews,0.5719,0.316,0.684,0.0,Sun Apr 01 13:51:46 +0000 2018,46,"This morning, President @realDonaldTrump wished everyone a Happy #Easter. https://t.co/GAtScTGpFX"
346,FoxNews,0.0,0.0,1.0,0.0,Sun Apr 01 13:50:28 +0000 2018,47,RT @FoxNewsSunday: .@LindseyGrahamSC tells Chris the goal of negotiations with #NorthKorea should be denuclearization. Watch the full inter…
347,FoxNews,0.0,0.0,1.0,0.0,Sun Apr 01 13:41:27 +0000 2018,48,RT @FoxNewsSunday: Senator Lindsey Graham (R-SC) tells Chris the goal of negotiations with North Korea should be denuclearization. Watch th…
348,FoxNews,0.0,0.0,1.0,0.0,Sun Apr 01 13:41:24 +0000 2018,49,"RT @FoxNewsSunday: On Trump's pick for VA Sec Ronny Jackson, @LindseyGrahamSC tells Chris: I think he’ll get confirmed…He’s been on the bat…"
349,FoxNews,-0.34,0.0,0.789,0.211,Sun Apr 01 13:15:04 +0000 2018,50,Chinese space station Tiangong-1 hurtling toward Earth for reentry https://t.co/g3HSFCgPn8
350,FoxNews,0.0,0.0,1.0,0.0,Sun Apr 01 13:11:53 +0000 2018,51,"RT @FoxNewsSunday: On dealing with Syria, @LindseyGrahamSC has a message for President Trump: When it comes to Syria, do not read the Obama…"
351,FoxNews,0.3818,0.245,0.755,0.0,Sun Apr 01 13:10:51 +0000 2018,52,Zlatan Ibrahimovic scores stunning goal in MLS debut https://t.co/J669q4Wcj9
352,FoxNews,0.1531,0.118,0.882,0.0,Sun Apr 01 12:49:35 +0000 2018,53,Arizona trooper gives emotional radio call to mark end of 37-year career https://t.co/4NDaUY2veX
353,FoxNews,0.2732,0.174,0.826,0.0,Sun Apr 01 12:32:51 +0000 2018,54,OPINION: Why are teachers striking? The answer may surprise you https://t.co/L4OjHGNXJi
354,FoxNews,0.296,0.196,0.804,0.0,Sun Apr 01 12:22:33 +0000 2018,55,Cardinal Timothy Dolan shares his Easter message with @BillHemmer https://t.co/fVeyz9NMvb
355,FoxNews,0.0258,0.135,0.735,0.131,Sun Apr 01 12:19:58 +0000 2018,56,.@mschlapp: “This whole idea that President Trump is somehow chaotic and unique because he has his own strong point… https://t.co/z9aYO7DZqT
356,FoxNews,-0.25,0.0,0.857,0.143,Sun Apr 01 11:55:19 +0000 2018,57,Sheriff's vehicle appears to hit woman during Stephon Clark protest in Sacramento https://t.co/XfwmyoTNQm
357,FoxNews,0.0,0.0,1.0,0.0,Sun Apr 01 11:46:15 +0000 2018,58,An Arizona highway patrolman gave his colleagues a tearful goodbye on his last day on the job after serving for 37… https://t.co/GYgz6wq6e8
358,FoxNews,0.0,0.115,0.769,0.115,Sun Apr 01 11:36:02 +0000 2018,59,".@GovMikeHuckabee: “The problem with the special prosecutor is, as we are seeing with Bob Mueller, they tend to go… https://t.co/ttckOOFCcB"
359,FoxNews,0.1027,0.159,0.706,0.135,Sun Apr 01 11:33:29 +0000 2018,60,Students at Florida high school stage walkout in support of Second Amendment https://t.co/io7iqMzOIq https://t.co/hFVbUr9fgT
360,FoxNews,-0.3818,0.0,0.86,0.14,Sun Apr 01 14:19:49 +0000 2018,61,".@DarrellIssa: ""@EricHolder withheld documents, lied to Congress about what his involvement was, and was the first… https://t.co/tNs5pLpkJW"
361,FoxNews,0.0,0.0,1.0,0.0,Sun Apr 01 14:17:24 +0000 2018,62,".@DarrellIssa: ""Any time a company is essentially monetizing data, there has to be a lot more protection for the co… https://t.co/Y5nnB1lMzt"
362,FoxNews,-0.5719,0.0,0.773,0.227,Sun Apr 01 14:12:27 +0000 2018,63,".@DarrellIssa: ""I have no doubt that @vj44, @POTUS44 were aware of what @EricHolder and others were doing.""… https://t.co/ca02ZdYhND"
363,FoxNews,0.0,0.0,1.0,0.0,Sun Apr 01 14:08:36 +0000 2018,64,"Independence, MO, Police Officer Tom Wagstaff stands to throw out the ceremonial first pitch at a Kansas City… https://t.co/WceFmzoA0Z"
364,FoxNews,-0.3818,0.0,0.86,0.14,Sun Apr 01 14:05:47 +0000 2018,65,".@DarrellIssa: ""@EricHolder withheld documents, lied to Congress about what his involvement was, and was the first… https://t.co/2AstkLCgCs"
365,FoxNews,0.5719,0.316,0.684,0.0,Sun Apr 01 13:51:46 +0000 2018,66,"This morning, President @realDonaldTrump wished everyone a Happy #Easter. https://t.co/GAtScTGpFX"
366,FoxNews,0.0,0.0,1.0,0.0,Sun Apr 01 13:50:28 +0000 2018,67,RT @FoxNewsSunday: .@LindseyGrahamSC tells Chris the goal of negotiations with #NorthKorea should be denuclearization. Watch the full inter…
367,FoxNews,0.0,0.0,1.0,0.0,Sun Apr 01 13:41:27 +0000 2018,68,RT @FoxNewsSunday: Senator Lindsey Graham (R-SC) tells Chris the goal of negotiations with North Korea should be denuclearization. Watch th…
368,FoxNews,0.0,0.0,1.0,0.0,Sun Apr 01 13:41:24 +0000 2018,69,"RT @FoxNewsSunday: On Trump's pick for VA Sec Ronny Jackson, @LindseyGrahamSC tells Chris: I think he’ll get confirmed…He’s been on the bat…"
369,FoxNews,-0.34,0.0,0.789,0.211,Sun Apr 01 13:15:04 +0000 2018,70,Chinese space station Tiangong-1 hurtling toward Earth for reentry https://t.co/g3HSFCgPn8
370,FoxNews,0.0,0.0,1.0,0.0,Sun Apr 01 13:11:53 +0000 2018,71,"RT @FoxNewsSunday: On dealing with Syria, @LindseyGrahamSC has a message for President Trump: When it comes to Syria, do not read the Obama…"
371,FoxNews,0.3818,0.245,0.755,0.0,Sun Apr 01 13:10:51 +0000 2018,72,Zlatan Ibrahimovic scores stunning goal in MLS debut https://t.co/J669q4Wcj9
372,FoxNews,0.1531,0.118,0.882,0.0,Sun Apr 01 12:49:35 +0000 2018,73,Arizona trooper gives emotional radio call to mark end of 37-year career https://t.co/4NDaUY2veX
373,FoxNews,0.2732,0.174,0.826,0.0,Sun Apr 01 12:32:51 +0000 2018,74,OPINION: Why are teachers striking? The answer may surprise you https://t.co/L4OjHGNXJi
374,FoxNews,0.296,0.196,0.804,0.0,Sun Apr 01 12:22:33 +0000 2018,75,Cardinal Timothy Dolan shares his Easter message with @BillHemmer https://t.co/fVeyz9NMvb
375,FoxNews,0.0258,0.135,0.735,0.131,Sun Apr 01 12:19:58 +0000 2018,76,.@mschlapp: “This whole idea that President Trump is somehow chaotic and unique because he has his own strong point… https://t.co/z9aYO7DZqT
376,FoxNews,-0.25,0.0,0.857,0.143,Sun Apr 01 11:55:19 +0000 2018,77,Sheriff's vehicle appears to hit woman during Stephon Clark protest in Sacramento https://t.co/XfwmyoTNQm
377,FoxNews,0.0,0.0,1.0,0.0,Sun Apr 01 11:46:15 +0000 2018,78,An Arizona highway patrolman gave his colleagues a tearful goodbye on his last day on the job after serving for 37… https://t.co/GYgz6wq6e8
378,FoxNews,0.0,0.115,0.769,0.115,Sun Apr 01 11:36:02 +0000 2018,79,".@GovMikeHuckabee: “The problem with the special prosecutor is, as we are seeing with Bob Mueller, they tend to go… https://t.co/ttckOOFCcB"
379,FoxNews,0.1027,0.159,0.706,0.135,Sun Apr 01 11:33:29 +0000 2018,80,Students at Florida high school stage walkout in support of Second Amendment https://t.co/io7iqMzOIq https://t.co/hFVbUr9fgT
380,FoxNews,-0.3818,0.0,0.86,0.14,Sun Apr 01 14:19:49 +0000 2018,81,".@DarrellIssa: ""@EricHolder withheld documents, lied to Congress about what his involvement was, and was the first… https://t.co/tNs5pLpkJW"
381,FoxNews,0.0,0.0,1.0,0.0,Sun Apr 01 14:17:24 +0000 2018,82,".@DarrellIssa: ""Any time a company is essentially monetizing data, there has to be a lot more protection for the co… https://t.co/Y5nnB1lMzt"
382,FoxNews,-0.5719,0.0,0.773,0.227,Sun Apr 01 14:12:27 +0000 2018,83,".@DarrellIssa: ""I have no doubt that @vj44, @POTUS44 were aware of what @EricHolder and others were doing.""… https://t.co/ca02ZdYhND"
383,FoxNews,0.0,0.0,1.0,0.0,Sun Apr 01 14:08:36 +0000 2018,84,"Independence, MO, Police Officer Tom Wagstaff stands to throw out the ceremonial first pitch at a Kansas City… https://t.co/WceFmzoA0Z"
384,FoxNews,-0.3818,0.0,0.86,0.14,Sun Apr 01 14:05:47 +0000 2018,85,".@DarrellIssa: ""@EricHolder withheld documents, lied to Congress about what his involvement was, and was the first… https://t.co/2AstkLCgCs"
385,FoxNews,0.5719,0.316,0.684,0.0,Sun Apr 01 13:51:46 +0000 2018,86,"This morning, President @realDonaldTrump wished everyone a Happy #Easter. https://t.co/GAtScTGpFX"
386,FoxNews,0.0,0.0,1.0,0.0,Sun Apr 01 13:50:28 +0000 2018,87,RT @FoxNewsSunday: .@LindseyGrahamSC tells Chris the goal of negotiations with #NorthKorea should be denuclearization. Watch the full inter…
387,FoxNews,0.0,0.0,1.0,0.0,Sun Apr 01 13:41:27 +0000 2018,88,RT @FoxNewsSunday: Senator Lindsey Graham (R-SC) tells Chris the goal of negotiations with North Korea should be denuclearization. Watch th…
388,FoxNews,0.0,0.0,1.0,0.0,Sun Apr 01 13:41:24 +0000 2018,89,"RT @FoxNewsSunday: On Trump's pick for VA Sec Ronny Jackson, @LindseyGrahamSC tells Chris: I think he’ll get confirmed…He’s been on the bat…"
389,FoxNews,-0.34,0.0,0.789,0.211,Sun Apr 01 13:15:04 +0000 2018,90,Chinese space station Tiangong-1 hurtling toward Earth for reentry https://t.co/g3HSFCgPn8
